"U_year","sex","agegp","L_age","U_age","pop","U_yearBorn","initialPop","cumDeaths","remainingPop","PercentLiving"
1915,"1","00-04",0,4,386480,1915,386480,0,386480,100
1915,"1","05-09",5,9,372320,1910,NA,78983,NA,NA
1915,"1","10-14",10,14,352400,1905,NA,6360,NA,NA
1915,"1","15-19",15,19,323280,1900,NA,3609,NA,NA
1915,"1","20-24",20,24,275560,1895,NA,5101,NA,NA
1915,"1","25-29",25,29,266240,1890,NA,5933,NA,NA
1915,"1","30-34",30,34,264760,1885,NA,6511,NA,NA
1915,"1","35-39",35,39,250680,1880,NA,7707,NA,NA
1915,"1","40-44",40,44,224600,1875,NA,9342,NA,NA
1915,"1","45-49",45,49,190520,1870,NA,10472,NA,NA
1915,"1","50-54",50,54,160960,1865,NA,12163,NA,NA
1915,"1","55-59",55,59,128280,1860,NA,14206,NA,NA
1915,"1","60-64",60,64,100240,1855,NA,15996,NA,NA
1915,"1","65-69",65,69,76480,1850,NA,18571,NA,NA
1915,"1","70-74",70,74,49840,1845,NA,19863,NA,NA
1915,"1","75-79",75,79,26960,1840,NA,20638,NA,NA
1915,"1","80+",80,84,16280,1835,NA,16447,NA,NA
1915,"2","00-04",0,4,382440,1915,382440,0,382440,100
1915,"2","05-09",5,9,371800,1910,NA,65030,NA,NA
1915,"2","10-14",10,14,355960,1905,NA,6266,NA,NA
1915,"2","15-19",15,19,339800,1900,NA,3756,NA,NA
1915,"2","20-24",20,24,327760,1895,NA,4673,NA,NA
1915,"2","25-29",25,29,319280,1890,NA,5324,NA,NA
1915,"2","30-34",30,34,303680,1885,NA,5958,NA,NA
1915,"2","35-39",35,39,277360,1880,NA,6759,NA,NA
1915,"2","40-44",40,44,245920,1875,NA,8049,NA,NA
1915,"2","45-49",45,49,206520,1870,NA,8848,NA,NA
1915,"2","50-54",50,54,174840,1865,NA,10128,NA,NA
1915,"2","55-59",55,59,142120,1860,NA,11689,NA,NA
1915,"2","60-64",60,64,114560,1855,NA,13268,NA,NA
1915,"2","65-69",65,69,91440,1850,NA,15881,NA,NA
1915,"2","70-74",70,74,65600,1845,NA,18331,NA,NA
1915,"2","75-79",75,79,39240,1840,NA,22299,NA,NA
1915,"2","80+",80,84,27320,1835,NA,19842,NA,NA
1920,"1","00-04",0,4,345080,1920,345080,0,345080,100
1920,"1","05-09",5,9,366840,1915,386480,59345,327135,84.6447422893811
1920,"1","10-14",10,14,366760,1910,NA,85974,NA,NA
1920,"1","15-19",15,19,298640,1905,NA,10773,NA,NA
1920,"1","20-24",20,24,159320,1900,NA,10747,NA,NA
1920,"1","25-29",25,29,148080,1895,NA,13276,NA,NA
1920,"1","30-34",30,34,181120,1890,NA,14910,NA,NA
1920,"1","35-39",35,39,205040,1885,NA,15885,NA,NA
1920,"1","40-44",40,44,215160,1880,NA,17778,NA,NA
1920,"1","45-49",45,49,206240,1875,NA,20483,NA,NA
1920,"1","50-54",50,54,178600,1870,NA,23303,NA,NA
1920,"1","55-59",55,59,145760,1865,NA,26994,NA,NA
1920,"1","60-64",60,64,111560,1860,NA,30993,NA,NA
1920,"1","65-69",65,69,84000,1855,NA,35254,NA,NA
1920,"1","70-74",70,74,52120,1850,NA,40361,NA,NA
1920,"1","75-79",75,79,29280,1845,NA,40958,NA,NA
1920,"1","80+",80,84,17640,1840,NA,38986,NA,NA
1920,"2","00-04",0,4,340280,1920,340280,0,340280,100
1920,"2","05-09",5,9,364280,1915,382440,48353,334087,87.3567095492103
1920,"2","10-14",10,14,367440,1910,NA,71969,NA,NA
1920,"2","15-19",15,19,351720,1905,NA,10962,NA,NA
1920,"2","20-24",20,24,335240,1900,NA,10192,NA,NA
1920,"2","25-29",25,29,319840,1895,NA,12169,NA,NA
1920,"2","30-34",30,34,308480,1890,NA,13987,NA,NA
1920,"2","35-39",35,39,294120,1885,NA,14498,NA,NA
1920,"2","40-44",40,44,268240,1880,NA,15512,NA,NA
1920,"2","45-49",45,49,233720,1875,NA,17263,NA,NA
1920,"2","50-54",50,54,194040,1870,NA,19210,NA,NA
1920,"2","55-59",55,59,159960,1865,NA,22044,NA,NA
1920,"2","60-64",60,64,128040,1860,NA,25139,NA,NA
1920,"2","65-69",65,69,100920,1855,NA,29244,NA,NA
1920,"2","70-74",70,74,70960,1850,NA,35204,NA,NA
1920,"2","75-79",75,79,42720,1845,NA,40023,NA,NA
1920,"2","80+",80,84,30240,1840,NA,43723,NA,NA
1925,"1","00-04",0,4,359960,1925,359960,0,359960,100
1925,"1","05-09",5,9,327160,1920,345080,48548,296532,85.9313782311348
1925,"1","10-14",10,14,362280,1915,386480,63517,322963,83.5652556406541
1925,"1","15-19",15,19,354840,1910,NA,89042,NA,NA
1925,"1","20-24",20,24,306440,1905,NA,15487,NA,NA
1925,"1","25-29",25,29,269320,1900,NA,16150,NA,NA
1925,"1","30-34",30,34,261800,1895,NA,18397,NA,NA
1925,"1","35-39",35,39,250320,1890,NA,20536,NA,NA
1925,"1","40-44",40,44,249040,1885,NA,23050,NA,NA
1925,"1","45-49",45,49,232120,1880,NA,26856,NA,NA
1925,"1","50-54",50,54,206720,1875,NA,31950,NA,NA
1925,"1","55-59",55,59,162240,1870,NA,37179,NA,NA
1925,"1","60-64",60,64,128080,1865,NA,43523,NA,NA
1925,"1","65-69",65,69,92640,1860,NA,50610,NA,NA
1925,"1","70-74",70,74,61360,1855,NA,57458,NA,NA
1925,"1","75-79",75,79,32600,1850,NA,62929,NA,NA
1925,"1","80+",80,84,19440,1845,NA,60147,NA,NA
1925,"2","00-04",0,4,350800,1925,350800,0,350800,100
1925,"2","05-09",5,9,323080,1920,340280,38210,302070,88.771012107676
1925,"2","10-14",10,14,359120,1915,382440,52245,330195,86.3390335738939
1925,"2","15-19",15,19,358200,1910,NA,75061,NA,NA
1925,"2","20-24",20,24,343440,1905,NA,15542,NA,NA
1925,"2","25-29",25,29,328440,1900,NA,15527,NA,NA
1925,"2","30-34",30,34,308920,1895,NA,17763,NA,NA
1925,"2","35-39",35,39,291480,1890,NA,19787,NA,NA
1925,"2","40-44",40,44,282480,1885,NA,21145,NA,NA
1925,"2","45-49",45,49,253440,1880,NA,23286,NA,NA
1925,"2","50-54",50,54,221120,1875,NA,26682,NA,NA
1925,"2","55-59",55,59,176600,1870,NA,30656,NA,NA
1925,"2","60-64",60,64,144240,1865,NA,35452,NA,NA
1925,"2","65-69",65,69,110880,1860,NA,41716,NA,NA
1925,"2","70-74",70,74,80680,1855,NA,49295,NA,NA
1925,"2","75-79",75,79,48840,1850,NA,58694,NA,NA
1925,"2","80+",80,84,34520,1845,NA,63131,NA,NA
1930,"1","00-04",0,4,324760,1930,324760,0,324760,100
1930,"1","05-09",5,9,346160,1925,359960,37543,322417,89.5702300255584
1930,"1","10-14",10,14,324960,1920,345080,52847,292233,84.6855801553263
1930,"1","15-19",15,19,352360,1915,386480,66131,320349,82.8888946387911
1930,"1","20-24",20,24,337040,1910,NA,93587,NA,NA
1930,"1","25-29",25,29,299320,1905,NA,21041,NA,NA
1930,"1","30-34",30,34,272480,1900,NA,21437,NA,NA
1930,"1","35-39",35,39,252640,1895,NA,23629,NA,NA
1930,"1","40-44",40,44,245400,1890,NA,27158,NA,NA
1930,"1","45-49",45,49,236360,1885,NA,31813,NA,NA
1930,"1","50-54",50,54,220960,1880,NA,38480,NA,NA
1930,"1","55-59",55,59,185400,1875,NA,46922,NA,NA
1930,"1","60-64",60,64,143760,1870,NA,55416,NA,NA
1930,"1","65-69",65,69,106840,1865,NA,65398,NA,NA
1930,"1","70-74",70,74,70280,1860,NA,76026,NA,NA
1930,"1","75-79",75,79,37280,1855,NA,83692,NA,NA
1930,"1","80+",80,84,22160,1850,NA,85440,NA,NA
1930,"2","00-04",0,4,317400,1930,317400,0,317400,100
1930,"2","05-09",5,9,338720,1925,350800,29380,321420,91.6248574686431
1930,"2","10-14",10,14,321320,1920,340280,42024,298256,87.6501704478665
1930,"2","15-19",15,19,354040,1915,382440,54709,327731,85.69474950319
1930,"2","20-24",20,24,353600,1910,NA,79327,NA,NA
1930,"2","25-29",25,29,337760,1905,NA,20732,NA,NA
1930,"2","30-34",30,34,318280,1900,NA,20949,NA,NA
1930,"2","35-39",35,39,298000,1895,NA,23278,NA,NA
1930,"2","40-44",40,44,283800,1890,NA,25998,NA,NA
1930,"2","45-49",45,49,270280,1885,NA,28567,NA,NA
1930,"2","50-54",50,54,241040,1880,NA,32755,NA,NA
1930,"2","55-59",55,59,203440,1875,NA,38779,NA,NA
1930,"2","60-64",60,64,161200,1870,NA,45233,NA,NA
1930,"2","65-69",65,69,128120,1865,NA,53678,NA,NA
1930,"2","70-74",70,74,91200,1860,NA,64151,NA,NA
1930,"2","75-79",75,79,55400,1855,NA,75534,NA,NA
1930,"2","80+",80,84,39600,1850,NA,84782,NA,NA
1935,"1","00-04",0,4,296504,1935,296504,0,296504,100
1935,"1","05-09",5,9,315172,1930,324760,29848,294912,90.8092129572607
1935,"1","10-14",10,14,344644,1925,359960,41134,318826,88.5726191799089
1935,"1","15-19",15,19,318408,1920,345080,55326,289754,83.9671960125188
1935,"1","20-24",20,24,339872,1915,386480,70031,316449,81.8797867936245
1935,"1","25-29",25,29,335424,1910,NA,98956,NA,NA
1935,"1","30-34",30,34,311392,1905,NA,26343,NA,NA
1935,"1","35-39",35,39,262500,1900,NA,26854,NA,NA
1935,"1","40-44",40,44,247912,1895,NA,29693,NA,NA
1935,"1","45-49",45,49,236116,1890,NA,34874,NA,NA
1935,"1","50-54",50,54,224264,1885,NA,42734,NA,NA
1935,"1","55-59",55,59,201300,1880,NA,53234,NA,NA
1935,"1","60-64",60,64,164636,1875,NA,66325,NA,NA
1935,"1","65-69",65,69,121856,1870,NA,79114,NA,NA
1935,"1","70-74",70,74,80164,1865,NA,93338,NA,NA
1935,"1","75-79",75,79,43508,1860,NA,105381,NA,NA
1935,"1","80+",80,84,24668,1855,NA,109277,NA,NA
1935,"2","00-04",0,4,288612,1935,288612,0,288612,100
1935,"2","05-09",5,9,309544,1930,317400,23115,294285,92.7173913043478
1935,"2","10-14",10,14,337964,1925,350800,32590,318210,90.7098061573546
1935,"2","15-19",15,19,318676,1920,340280,44344,295936,86.9683789820148
1935,"2","20-24",20,24,354172,1915,382440,58244,324196,84.7704215040268
1935,"2","25-29",25,29,352788,1910,NA,84227,NA,NA
1935,"2","30-34",30,34,332616,1905,NA,25982,NA,NA
1935,"2","35-39",35,39,309352,1900,NA,26290,NA,NA
1935,"2","40-44",40,44,291364,1895,NA,29302,NA,NA
1935,"2","45-49",45,49,275796,1890,NA,32985,NA,NA
1935,"2","50-54",50,54,257176,1885,NA,37745,NA,NA
1935,"2","55-59",55,59,225648,1880,NA,44791,NA,NA
1935,"2","60-64",60,64,185732,1875,NA,54116,NA,NA
1935,"2","65-69",65,69,145268,1870,NA,64803,NA,NA
1935,"2","70-74",70,74,104508,1865,NA,78022,NA,NA
1935,"2","75-79",75,79,63788,1860,NA,93293,NA,NA
1935,"2","80+",80,84,44676,1855,NA,104595,NA,NA
1940,"1","00-04",0,4,288268,1940,288268,0,288268,100
1940,"1","05-09",5,9,290888,1935,296504,25182,271322,91.5070285729704
1940,"1","10-14",10,14,313464,1930,324760,32701,292059,89.9307180687277
1940,"1","15-19",15,19,335116,1925,359960,43125,316835,88.0195021669074
1940,"1","20-24",20,24,280572,1920,345080,58935,286145,82.9213515706503
1940,"1","25-29",25,29,322316,1915,386480,74226,312254,80.7943489960671
1940,"1","30-34",30,34,327048,1910,NA,103727,NA,NA
1940,"1","35-39",35,39,300184,1905,NA,31598,NA,NA
1940,"1","40-44",40,44,254504,1900,NA,33193,NA,NA
1940,"1","45-49",45,49,241948,1895,NA,37083,NA,NA
1940,"1","50-54",50,54,227368,1890,NA,45299,NA,NA
1940,"1","55-59",55,59,209548,1885,NA,58101,NA,NA
1940,"1","60-64",60,64,179680,1880,NA,74282,NA,NA
1940,"1","65-69",65,69,139260,1875,NA,93889,NA,NA
1940,"1","70-74",70,74,92328,1870,NA,110999,NA,NA
1940,"1","75-79",75,79,49672,1865,NA,127211,NA,NA
1940,"1","80+",80,84,28600,1860,NA,135368,NA,NA
1940,"2","00-04",0,4,277600,1940,277600,0,277600,100
1940,"2","05-09",5,9,284464,1935,288612,19061,269551,93.3956315052735
1940,"2","10-14",10,14,309504,1930,317400,25542,291858,91.952741020794
1940,"2","15-19",15,19,340156,1925,350800,34334,316466,90.2126567844926
1940,"2","20-24",20,24,322000,1920,340280,47519,292761,86.0353238509463
1940,"2","25-29",25,29,354284,1915,382440,62247,320193,83.7237213680577
1940,"2","30-34",30,34,350140,1910,NA,88822,NA,NA
1940,"2","35-39",35,39,327700,1905,NA,30811,NA,NA
1940,"2","40-44",40,44,304580,1900,NA,31815,NA,NA
1940,"2","45-49",45,49,285956,1895,NA,35885,NA,NA
1940,"2","50-54",50,54,266792,1890,NA,41736,NA,NA
1940,"2","55-59",55,59,243872,1885,NA,49630,NA,NA
1940,"2","60-64",60,64,207824,1880,NA,60481,NA,NA
1940,"2","65-69",65,69,165684,1875,NA,75607,NA,NA
1940,"2","70-74",70,74,120384,1870,NA,91979,NA,NA
1940,"2","75-79",75,79,74140,1865,NA,110645,NA,NA
1940,"2","80+",80,84,52980,1860,NA,126830,NA,NA
1945,"1","00-04",0,4,301680,1945,301680,0,301680,100
1945,"1","05-09",5,9,283920,1940,288268,23446,264822,91.866596361719
1945,"1","10-14",10,14,289440,1935,296504,27582,268922,90.6975959852144
1945,"1","15-19",15,19,251640,1930,324760,34431,290329,89.3980169971671
1945,"1","20-24",20,24,104160,1925,359960,45914,314046,87.2446938548728
1945,"1","25-29",25,29,134320,1920,345080,61534,283546,82.1681928828098
1945,"1","30-34",30,34,202400,1915,386480,77219,309261,80.019923411302
1945,"1","35-39",35,39,251800,1910,NA,107782,NA,NA
1945,"1","40-44",40,44,267160,1905,NA,36973,NA,NA
1945,"1","45-49",45,49,243560,1900,NA,40443,NA,NA
1945,"1","50-54",50,54,231200,1895,NA,46613,NA,NA
1945,"1","55-59",55,59,212040,1890,NA,59180,NA,NA
1945,"1","60-64",60,64,186200,1885,NA,77780,NA,NA
1945,"1","65-69",65,69,150320,1880,NA,100541,NA,NA
1945,"1","70-74",70,74,106160,1875,NA,126083,NA,NA
1945,"1","75-79",75,79,58840,1870,NA,145130,NA,NA
1945,"1","80+",80,84,35240,1865,NA,157945,NA,NA
1945,"2","00-04",0,4,289040,1945,289040,0,289040,100
1945,"2","05-09",5,9,274800,1940,277600,17796,259804,93.5893371757925
1945,"2","10-14",10,14,284200,1935,288612,20854,267758,92.7743822155697
1945,"2","15-19",15,19,300360,1930,317400,26921,290479,91.5182734719597
1945,"2","20-24",20,24,306520,1925,350800,36941,313859,89.4694982896237
1945,"2","25-29",25,29,311600,1920,340280,51216,289064,84.9488656400611
1945,"2","30-34",30,34,347880,1915,382440,66042,316398,82.7314088484468
1945,"2","35-39",35,39,344240,1910,NA,93149,NA,NA
1945,"2","40-44",40,44,321400,1905,NA,35718,NA,NA
1945,"2","45-49",45,49,298120,1900,NA,37775,NA,NA
1945,"2","50-54",50,54,277080,1895,NA,43850,NA,NA
1945,"2","55-59",55,59,254920,1890,NA,52259,NA,NA
1945,"2","60-64",60,64,227280,1885,NA,63754,NA,NA
1945,"2","65-69",65,69,185280,1880,NA,80020,NA,NA
1945,"2","70-74",70,74,136360,1875,NA,101672,NA,NA
1945,"2","75-79",75,79,86480,1870,NA,123882,NA,NA
1945,"2","80+",80,84,64560,1865,NA,144174,NA,NA
1950,"1","00-04",0,4,366160,1950,366160,0,366160,100
1950,"1","05-09",5,9,297600,1945,301680,19154,282526,93.6508883585256
1950,"1","10-14",10,14,282400,1940,288268,24761,263507,91.4104236335632
1950,"1","15-19",15,19,236320,1935,296504,28558,267946,90.3684267328603
1950,"1","20-24",20,24,243440,1930,324760,36006,288754,88.9130434782609
1950,"1","25-29",25,29,308560,1925,359960,48039,311921,86.654350483387
1950,"1","30-34",30,34,298960,1920,345080,64324,280756,81.3596847107917
